,word,url,word_class,definition,tokens,pos,pos_str,definitions_and_pos,length
32,state,https://www.dictionary.com/browse/state,0,"the condition of a person or thing, as with respect to circumstances or attributes: a state of health.","['the', 'condition', 'of', 'a', 'person', 'or', 'thing', ',', 'as', 'with', 'respect', 'to', 'circumstances', 'or', 'attributes', ':', 'a', 'state', 'of', 'health', '.']","['DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'ADP', 'ADP', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']",det noun adp det noun cconj noun punct adp adp noun adp noun cconj noun punct det noun adp noun punct,"the condition of a person or thing, as with respect to circumstances or attributes: a state of health.det noun adp det noun cconj noun punct adp adp noun adp noun cconj noun punct det noun adp noun punct",21
33,word,https://www.dictionary.com/browse/word,0,"a unit of language, consisting of one or more spoken sounds or their written representation, that functions as a principal carrier of meaning. words are composed of one or more morphemes and are either the smallest units susceptible of independent use or consist of two or three such units combined under certain linking conditions, as with the loss of primary accent that distinguishes the one-word blackbird (primary stress on “black”, and secondary stress on “bird”) from black bird (primary stress on both words). words are usually separated by spaces in writing, and are distinguished phonologically, as by accent, in many languages.","['a', 'unit', 'of', 'language', ',', 'consisting', 'of', 'one', 'or', 'more', 'spoken', 'sounds', 'or', 'their', 'written', 'representation', ',', 'that', 'functions', 'as', 'a', 'principal', 'carrier', 'of', 'meaning', '.', 'words', 'are', 'composed', 'of', 'one', 'or', 'more', 'morphemes', 'and', 'are', 'either', 'the', 'smallest', 'units', 'susceptible', 'of', 'independent', 'use', 'or', 'consist', 'of', 'two', 'or', 'three', 'such', 'units', 'combined', 'under', 'certain', 'linking', 'conditions', ',', 'as', 'with', 'the', 'loss', 'of', 'primary', 'accent', 'that', 'distinguishes', 'the', 'one', '-', 'word', 'blackbird', '(', 'primary', 'stress', 'on', '“', 'black', '”', ',', 'and', 'secondary', 'stress', 'on', '“', 'bird', '”', ')', 'from', 'black', 'bird', '(', 'primary', 'stress', 'on', 'both', 'words', ')', '.', 'words', 'are', 'usually', 'separated', 'by', 'spaces', 'in', 'writing', ',', 'and', 'are', 'distinguished', 'phonologically', ',', 'as', 'by', 'accent', ',', 'in', 'many', 'languages', '.']","['DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'VERB', 'ADP', 'NUM', 'CCONJ', 'ADV', 'ADJ', 'NOUN', 'CCONJ', 'PRON', 'VERB', 'NOUN', 'PUNCT', 'SCONJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'AUX', 'VERB', 'ADP', 'NUM', 'CCONJ', 'ADJ', 'NOUN', 'CCONJ', 'AUX', 'CCONJ', 'DET', 'ADJ', 'NOUN', 'ADJ', 'ADP', 'ADJ', 'NOUN', 'CCONJ', 'VERB', 'ADP', 'NUM', 'CCONJ', 'NUM', 'ADJ', 'NOUN', 'VERB', 'ADP', 'ADJ', 'VERB', 'NOUN', 'PUNCT', 'ADP', 'ADP', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PRON', 'VERB', 'DET', 'NUM', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'ADP', 'PUNCT', 'ADJ', 'PUNCT', 'PUNCT', 'CCONJ', 'ADJ', 'NOUN', 'ADP', 'PUNCT', 'NOUN', 'PUNCT', 'PUNCT', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PUNCT', 'NOUN', 'AUX', 'ADV', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'CCONJ', 'AUX', 'VERB', 'ADV', 'PUNCT', 'ADP', 'ADP', 'NOUN', 'PUNCT', 'ADP', 'ADJ', 'NOUN', 'PUNCT']",det noun adp noun punct verb adp num cconj adv adj noun cconj pron verb noun punct sconj noun adp det adj noun adp noun punct noun aux verb adp num cconj adj noun cconj aux cconj det adj noun adj adp adj noun cconj verb adp num cconj num adj noun verb adp adj verb noun punct adp adp det noun adp adj noun pron verb det num punct noun noun punct adj noun adp punct adj punct punct cconj adj noun adp punct noun punct punct adp adj noun punct adj noun adp det noun punct punct noun aux adv verb adp noun adp noun punct cconj aux verb adv punct adp adp noun punct adp adj noun punct,"a unit of language, consisting of one or more spoken sounds or their written representation, that functions as a principal carrier of meaning. words are composed of one or more morphemes and are either the smallest units susceptible of independent use or consist of two or three such units combined under certain linking conditions, as with the loss of primary accent that distinguishes the one-word blackbird (primary stress on “black”, and secondary stress on “bird”) from black bird (primary stress on both words). words are usually separated by spaces in writing, and are distinguished phonologically, as by accent, in many languages.det noun adp noun punct verb adp num cconj adv adj noun cconj pron verb noun punct sconj noun adp det adj noun adp noun punct noun aux verb adp num cconj adj noun cconj aux cconj det adj noun adj adp adj noun cconj verb adp num cconj num adj noun verb adp adj verb noun punct adp adp det noun adp adj noun pron verb det num punct noun noun punct adj noun adp punct adj punct punct cconj adj noun adp punct noun punct punct adp adj noun punct adj noun adp det noun punct punct noun aux adv verb adp noun adp noun punct cconj aux verb adv punct adp adp noun punct adp adj noun punct",121
34,family,https://www.dictionary.com/browse/family,0," a basic social unit consisting of parents and their children, considered as a group, whether dwelling together or not: the traditional family. a social unit consisting of one or more adults together with the children they care for: a single-parent family.","[' ', 'a', 'basic', 'social', 'unit', 'consisting', 'of', 'parents', 'and', 'their', 'children', ',', 'considered', 'as', 'a', 'group', ',', 'whether', 'dwelling', 'together', 'or', 'not', ':', 'the', 'traditional', 'family', '.', 'a', 'social', 'unit', 'consisting', 'of', 'one', 'or', 'more', 'adults', 'together', 'with', 'the', 'children', 'they', 'care', 'for', ':', 'a', 'single', '-', 'parent', 'family', '.']","['SPACE', 'DET', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'ADP', 'NOUN', 'CCONJ', 'PRON', 'NOUN', 'PUNCT', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'SCONJ', 'VERB', 'ADV', 'CCONJ', 'PART', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'VERB', 'ADP', 'NUM', 'CCONJ', 'ADJ', 'NOUN', 'ADV', 'ADP', 'DET', 'NOUN', 'PRON', 'VERB', 'ADP', 'PUNCT', 'DET', 'ADJ', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT']",space det adj adj noun verb adp noun cconj pron noun punct verb adp det noun punct sconj verb adv cconj part punct det adj noun punct det adj noun verb adp num cconj adj noun adv adp det noun pron verb adp punct det adj punct noun noun punct," a basic social unit consisting of parents and their children, considered as a group, whether dwelling together or not: the traditional family. a social unit consisting of one or more adults together with the children they care for: a single-parent family.space det adj adj noun verb adp noun cconj pron noun punct verb adp det noun punct sconj verb adv cconj part punct det adj noun punct det adj noun verb adp num cconj adj noun adv adp det noun pron verb adp punct det adj punct noun noun punct",50
35,fact,https://www.dictionary.com/browse/fact,0,something that actually exists; reality; truth: your fears have no basis in fact.,"['something', 'that', 'actually', 'exists', ';', 'reality', ';', 'truth', ':', 'your', 'fears', 'have', 'no', 'basis', 'in', 'fact', '.']","['PRON', 'PRON', 'ADV', 'VERB', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'PRON', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']",pron pron adv verb punct noun punct noun punct pron noun verb det noun adp noun punct,something that actually exists; reality; truth: your fears have no basis in fact.pron pron adv verb punct noun punct noun punct pron noun verb det noun adp noun punct,17
36,head,https://www.dictionary.com/browse/head,0,"the upper part of the body in humans, joined to the torso by the neck and containing the brain, eyes, ears, nose, and mouth.","['the', 'upper', 'part', 'of', 'the', 'body', 'in', 'humans', ',', 'joined', 'to', 'the', 'torso', 'by', 'the', 'neck', 'and', 'containing', 'the', 'brain', ',', 'eyes', ',', 'ears', ',', 'nose', ',', 'and', 'mouth', '.']","['DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'VERB', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'NOUN', 'PUNCT']",det adj noun adp det noun adp noun punct verb adp det noun adp det noun cconj verb det noun punct noun punct noun punct noun punct cconj noun punct,"the upper part of the body in humans, joined to the torso by the neck and containing the brain, eyes, ears, nose, and mouth.det adj noun adp det noun adp noun punct verb adp det noun adp det noun cconj verb det noun punct noun punct noun punct noun punct cconj noun punct",30
37,month,https://www.dictionary.com/browse/month,0,"also called calendar month.  any of the twelve parts, as january or february, into which the calendar year is divided.","['also', 'called', 'calendar', 'month', '.', ' ', 'any', 'of', 'the', 'twelve', 'parts', ',', 'as', 'january', 'or', 'february', ',', 'into', 'which', 'the', 'calendar', 'year', 'is', 'divided', '.']","['ADV', 'VERB', 'NOUN', 'NOUN', 'PUNCT', 'SPACE', 'PRON', 'ADP', 'DET', 'NUM', 'NOUN', 'PUNCT', 'ADP', 'PROPN', 'CCONJ', 'PROPN', 'PUNCT', 'ADP', 'PRON', 'DET', 'NOUN', 'NOUN', 'AUX', 'VERB', 'PUNCT']",adv verb noun noun punct space pron adp det num noun punct adp propn cconj propn punct adp pron det noun noun aux verb punct,"also called calendar month.  any of the twelve parts, as january or february, into which the calendar year is divided.adv verb noun noun punct space pron adp det num noun punct adp propn cconj propn punct adp pron det noun noun aux verb punct",25
38,side,https://www.dictionary.com/browse/side,0,"one of the surfaces forming the outside of or bounding a thing, or one of the lines bounding a geometric figure.","['one', 'of', 'the', 'surfaces', 'forming', 'the', 'outside', 'of', 'or', 'bounding', 'a', 'thing', ',', 'or', 'one', 'of', 'the', 'lines', 'bounding', 'a', 'geometric', 'figure', '.']","['NUM', 'ADP', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'CCONJ', 'VERB', 'DET', 'NOUN', 'PUNCT', 'CCONJ', 'NUM', 'ADP', 'DET', 'NOUN', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT']",num adp det noun verb det noun adp cconj verb det noun punct cconj num adp det noun verb det adj noun punct,"one of the surfaces forming the outside of or bounding a thing, or one of the lines bounding a geometric figure.num adp det noun verb det noun adp cconj verb det noun punct cconj num adp det noun verb det adj noun punct",23
39,business,https://www.dictionary.com/browse/business,0,"an occupation, profession, or trade: his business is poultry farming.","['an', 'occupation', ',', 'profession', ',', 'or', 'trade', ':', 'his', 'business', 'is', 'poultry', 'farming', '.']","['DET', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'NOUN', 'PUNCT', 'PRON', 'NOUN', 'AUX', 'NOUN', 'NOUN', 'PUNCT']",det noun punct noun punct cconj noun punct pron noun aux noun noun punct,"an occupation, profession, or trade: his business is poultry farming.det noun punct noun punct cconj noun punct pron noun aux noun noun punct",14
40,night,https://www.dictionary.com/browse/night,0,the period of darkness between sunset and sunrise.,"['the', 'period', 'of', 'darkness', 'between', 'sunset', 'and', 'sunrise', '.']","['DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT']",det noun adp noun adp noun cconj noun punct,the period of darkness between sunset and sunrise.det noun adp noun adp noun cconj noun punct,9
41,eye,https://www.dictionary.com/browse/eye,0,"the organ of sight, in vertebrates typically one of a pair of spherical bodies contained in an orbit of the skull and in humans appearing externally as a dense, white, curved membrane, or sclera, surrounding a circular, colored portion, or iris, that is covered by a clear, curved membrane, or cornea, and in the center of which is an opening, or pupil, through which light passes to the retina.","['the', 'organ', 'of', 'sight', ',', 'in', 'vertebrates', 'typically', 'one', 'of', 'a', 'pair', 'of', 'spherical', 'bodies', 'contained', 'in', 'an', 'orbit', 'of', 'the', 'skull', 'and', 'in', 'humans', 'appearing', 'externally', 'as', 'a', 'dense', ',', 'white', ',', 'curved', 'membrane', ',', 'or', 'sclera', ',', 'surrounding', 'a', 'circular', ',', 'colored', 'portion', ',', 'or', 'iris', ',', 'that', 'is', 'covered', 'by', 'a', 'clear', ',', 'curved', 'membrane', ',', 'or', 'cornea', ',', 'and', 'in', 'the', 'center', 'of', 'which', 'is', 'an', 'opening', ',', 'or', 'pupil', ',', 'through', 'which', 'light', 'passes', 'to', 'the', 'retina', '.']","['DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'ADP', 'NOUN', 'ADV', 'NUM', 'ADP', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'ADP', 'NOUN', 'VERB', 'ADV', 'ADP', 'DET', 'ADJ', 'PUNCT', 'ADJ', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'CCONJ', 'NOUN', 'PUNCT', 'VERB', 'DET', 'ADJ', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'CCONJ', 'PROPN', 'PUNCT', 'PRON', 'AUX', 'VERB', 'ADP', 'DET', 'ADJ', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'CCONJ', 'NOUN', 'PUNCT', 'CCONJ', 'ADP', 'DET', 'NOUN', 'ADP', 'PRON', 'AUX', 'DET', 'NOUN', 'PUNCT', 'CCONJ', 'NOUN', 'PUNCT', 'ADP', 'PRON', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']",det noun adp noun punct adp noun adv num adp det noun adp adj noun verb adp det noun adp det noun cconj adp noun verb adv adp det adj punct adj punct adj noun punct cconj noun punct verb det adj punct adj noun punct cconj propn punct pron aux verb adp det adj punct adj noun punct cconj noun punct cconj adp det noun adp pron aux det noun punct cconj noun punct adp pron noun verb adp det noun punct,"the organ of sight, in vertebrates typically one of a pair of spherical bodies contained in an orbit of the skull and in humans appearing externally as a dense, white, curved membrane, or sclera, surrounding a circular, colored portion, or iris, that is covered by a clear, curved membrane, or cornea, and in the center of which is an opening, or pupil, through which light passes to the retina.det noun adp noun punct adp noun adv num adp det noun adp adj noun verb adp det noun adp det noun cconj adp noun verb adv adp det adj punct adj punct adj noun punct cconj noun punct verb det adj punct adj noun punct cconj propn punct pron aux verb adp det adj punct adj noun punct cconj noun punct cconj adp det noun adp pron aux det noun punct cconj noun punct adp pron noun verb adp det noun punct",83
42,home,https://www.dictionary.com/browse/home,0,"a house, apartment, or other shelter that is the usual residence of a person, family, or household.","['a', 'house', ',', 'apartment', ',', 'or', 'other', 'shelter', 'that', 'is', 'the', 'usual', 'residence', 'of', 'a', 'person', ',', 'family', ',', 'or', 'household', '.']","['DET', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'ADJ', 'NOUN', 'PRON', 'AUX', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'NOUN', 'PUNCT']",det noun punct noun punct cconj adj noun pron aux det adj noun adp det noun punct noun punct cconj noun punct,"a house, apartment, or other shelter that is the usual residence of a person, family, or household.det noun punct noun punct cconj adj noun pron aux det adj noun adp det noun punct noun punct cconj noun punct",22
43,question,https://www.dictionary.com/browse/question,0,"a sentence in an interrogative form, addressed to someone in order to get information in reply.","['a', 'sentence', 'in', 'an', 'interrogative', 'form', ',', 'addressed', 'to', 'someone', 'in', 'order', 'to', 'get', 'information', 'in', 'reply', '.']","['DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'ADP', 'PRON', 'ADP', 'NOUN', 'PART', 'VERB', 'NOUN', 'ADP', 'NOUN', 'PUNCT']",det noun adp det adj noun punct verb adp pron adp noun part verb noun adp noun punct,"a sentence in an interrogative form, addressed to someone in order to get information in reply.det noun adp det adj noun punct verb adp pron adp noun part verb noun adp noun punct",18
44,information,https://www.dictionary.com/browse/information,0,knowledge communicated or received concerning a particular fact or circumstance; news: information concerning a crime.,"['knowledge', 'communicated', 'or', 'received', 'concerning', 'a', 'particular', 'fact', 'or', 'circumstance', ';', 'news', ':', 'information', 'concerning', 'a', 'crime', '.']","['NOUN', 'VERB', 'CCONJ', 'VERB', 'VERB', 'DET', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'VERB', 'DET', 'NOUN', 'PUNCT']",noun verb cconj verb verb det adj noun cconj noun punct noun punct noun verb det noun punct,knowledge communicated or received concerning a particular fact or circumstance; news: information concerning a crime.noun verb cconj verb verb det adj noun cconj noun punct noun punct noun verb det noun punct,18
45,power,https://www.dictionary.com/browse/power,0,ability to do or act; capability of doing or accomplishing something.,"['ability', 'to', 'do', 'or', 'act', ';', 'capability', 'of', 'doing', 'or', 'accomplishing', 'something', '.']","['NOUN', 'PART', 'AUX', 'CCONJ', 'VERB', 'PUNCT', 'NOUN', 'ADP', 'VERB', 'CCONJ', 'VERB', 'PRON', 'PUNCT']",noun part aux cconj verb punct noun adp verb cconj verb pron punct,ability to do or act; capability of doing or accomplishing something.noun part aux cconj verb punct noun adp verb cconj verb pron punct,13
